,RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,label
23644,CA00-0000034291,2020,7,Santa Clara,Palo Alto,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,2.0
23645,CA00-0000034295,2020,6,Mendocino,Fort Bragg,1,1,Unknown,0,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,2.0
23646,CA00-0000034296,2020,1,Contra Costa,Richmond,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
23647,CA00-0000034297,2020,1,El Dorado,El Dorado Co. Sheriff's Department,1,1,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.0
23648,CA00-0000034298,2020,7,San Diego,El Cajon,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23649,CA00-0000034299,2020,7,Santa Clara,Sunnyvale,2,2,Native Hawaiian or Other Pacific Islander,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23650,CA00-0000034300,2020,7,Santa Clara,Sunnyvale,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,2.0
23651,CA00-0000034302,2020,7,Orange,Orange Co. Sheriff's Department,4,4,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Other,4.0
23652,CA00-0000034303,2020,7,Humboldt,Eureka,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Physical Disability,Disability,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23653,CA00-0000034304,2020,4,Orange,Yorba Linda,2,2,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Annoying telephone calls/fax,4.0
23654,CA00-0000034305,2020,6,Orange,San Clemente,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Arab,Race/Ethnicity/Ancestry,Business,Unknown,Graffiti,4.0
23655,CA00-0000034306,2020,5,San Luis Obispo,San Luis Obispo,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23656,CA00-0000034307,2020,6,San Luis Obispo,San Luis Obispo,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Construction Site,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,2.0
23657,CA00-0000034308,2020,7,San Joaquin,Tracy,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23658,CA00-0000034309,2020,7,Shasta,Shasta Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Grocery/Supermarket,Anti-Bisexual,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23659,CA00-0000034310,2020,3,Fresno,Fresno,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,2.0
23660,CA00-0000034311,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,Handgun,Other,2.0
23661,CA00-0000034312,2020,7,San Luis Obispo,Grover Beach,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23662,CA00-0000034313,2020,8,Los Angeles,Los Angeles,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23663,CA00-0000034314,2020,8,Los Angeles,Los Angeles,1,1,White,1,Simple Assault,Violent Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23664,CA00-0000034315,2020,7,Alameda,Fremont,2,2,White,4,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23665,CA00-0000034316,2020,7,Ventura,Ventura,2,2,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.0
23666,CA00-0000034317,2020,3,Sonoma,Sonoma Co. Sheriff's Department,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23667,CA00-0000034318,2020,7,San Joaquin,Lodi,1,1,White,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23668,CA00-0000034319,2020,8,Alameda,Alameda,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,2.0
23669,CA00-0000034320,2020,8,Merced,Merced,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,2.0
23670,CA00-0000034321,2020,8,Los Angeles,Los Angeles,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Other,2.0
23671,CA00-0000034322,2020,7,Marin,Novato,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23672,CA00-0000034323,2020,7,San Bernardino,Redlands,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.0
23673,CA00-0000034324,2020,7,Riverside,Temecula,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,None,Annoying telephone calls/fax,2.0
23674,CA00-0000034325,2020,7,Alameda,Union City,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23675,CA00-0000034326,2020,7,San Joaquin,Stockton,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
23676,CA00-0000034327,2020,5,Los Angeles,Lancaster,3,3,Unknown,0,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23677,CA00-0000034328,2020,5,Los Angeles,Hawaiian Gardens,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,2.0
23678,CA00-0000034329,2020,6,Los Angeles,Paramount,1,1,Unknown,1,Intimidation,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,2.0
23679,CA00-0000034330,2020,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23680,CA00-0000034331,2020,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Ropes or garrote strangulation or hanging,Verbal slurs,2.0
23681,CA00-0000034332,2020,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Liquor Store,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,2.0
23682,CA00-0000034333,2020,6,Los Angeles,Lakewood,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23683,CA00-0000034334,2020,6,Los Angeles,West Hollywood,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23684,CA00-0000034335,2020,6,Los Angeles,Lancaster,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,2.0
23685,CA00-0000034336,2020,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Arson,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Arson, fire",Other,2.0
23686,CA00-0000034337,2020,6,Los Angeles,Carson,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,2.0
23687,CA00-0000034338,2020,7,Yolo,Davis,1,1,White,1,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
23688,CA00-0000034339,2020,8,Los Angeles,Los Angeles,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23689,CA00-0000034340,2020,7,Tuolumne,Tuolumne Co. Sheriff's Department,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,2.0
23690,CA00-0000034341,2020,7,Fresno,Fresno Co. Sheriff's Department,2,2,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Islamic (Muslim),Religion,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23691,CA00-0000034342,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,2.0
23692,CA00-0000034343,2020,4,Fresno,Fresno,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23693,CA00-0000034344,2020,8,Los Angeles,Los Angeles,1,1,Unknown,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23694,CA00-0000034345,2020,7,Los Angeles,Los Angeles,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,2.0
23695,CA00-0000034346,2020,7,Orange,Fullerton,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
23696,CA00-0000034347,2020,5,Solano,Vallejo,1,1,White,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
23697,CA00-0000034348,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,2.0
23698,CA00-0000034349,2020,8,Los Angeles,Los Angeles,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Vehicle,Damage to vehicle,2.0
23699,CA00-0000034350,2020,6,Solano,Vacaville,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
23700,CA00-0000034351,2020,8,Los Angeles,Los Angeles,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23701,CA00-0000034352,2020,8,Los Angeles,Los Angeles,2,2,Black or African American,1,Robbery,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23702,CA00-0000034353,2020,6,Marin,Sausalito,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,2.0
23703,CA00-0000034354,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23704,CA00-0000034356,2020,7,San Diego,CSU San Marcos,1,1,White,1,Intimidation,Violent Crimes,School-College/University,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,2.0
23705,CA00-0000034357,2020,7,Los Angeles,Los Angeles,1,1,Black or African American,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,2.0
23706,CA00-0000034358,2020,7,Santa Clara,San Jose,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,2.0
23707,CA00-0000034359,2020,7,Santa Clara,San Jose,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23708,CA00-0000034360,2020,7,Santa Clara,San Jose,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,2.0
23709,CA00-0000034361,2020,7,Santa Clara,San Jose,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-Jewish,Religion,Business,None,Graffiti,2.0
23710,CA00-0000034362,2020,7,Santa Clara,San Jose,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23711,CA00-0000034363,2020,7,Santa Clara,San Jose,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,"Other ( bottle, rocks, spitting)",Graffiti,2.0
23712,CA00-0000034364,2020,7,Santa Clara,San Jose,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23713,CA00-0000034365,2020,3,Santa Clara,San Jose,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,2.0
23714,CA00-0000034366,2020,7,Santa Clara,San Jose,1,1,White,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Unknown,2.0
23715,CA00-0000034367,2020,7,Sonoma,Santa Rosa,1,1,Unknown,0,Intimidation,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Disturbing public assembly/meeting,2.0
23716,CA00-0000034368,2020,5,Orange,Costa Mesa,2,2,Unknown,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,4.0
23717,CA00-0000034369,2020,7,Santa Clara,San Jose,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,2.0
23718,CA00-0000034370,2020,7,Marin,San Rafael,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,None,Daubing of swastika,2.0
23719,CA00-0000034371,2020,7,Santa Clara,San Jose,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Damage to vehicle,2.0
23720,CA00-0000034372,2020,7,Santa Clara,San Jose,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,2.0
23721,CA00-0000034373,2020,7,Santa Clara,San Jose,1,1,White,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23722,CA00-0000034374,2020,8,Los Angeles,Los Angeles,3,3,Black or African American,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23723,CA00-0000034375,2020,7,Santa Clara,San Jose,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23724,CA00-0000034376,2020,7,Santa Clara,San Jose,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23725,CA00-0000034377,2020,6,Sonoma,Sonoma Co. Junior College,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-White,Race/Ethnicity/Ancestry,Government,None,Graffiti,2.0
23726,CA00-0000034378,2020,8,Los Angeles,Los Angeles,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23727,CA00-0000034379,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23728,CA00-0000034380,2020,8,Los Angeles,Los Angeles,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Jewish,Religion,Business,Unknown,Daubing of swastika,2.0
23729,CA00-0000034381,2020,8,Los Angeles,Los Angeles,1,1,Asian,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23730,CA00-0000034382,2020,8,Los Angeles,Los Angeles,1,1,Unknown,0,Intimidation,Violent Crimes,School-College/University,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,2.0
23731,CA00-0000034383,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23732,CA00-0000034384,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,Vehicle,Verbal slurs,2.0
23733,CA00-0000034385,2020,8,Los Angeles,Los Angeles,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Transgender,Gender Nonconforming,Person,"Blunt object (blugeon, club, etc.)",Other,2.0
23734,CA00-0000034386,2020,8,Los Angeles,Los Angeles,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,2.0
23735,CA00-0000034387,2020,8,Los Angeles,Los Angeles,1,1,Asian,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23736,CA00-0000034388,2020,8,Los Angeles,Los Angeles,1,1,Asian,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23737,CA00-0000034389,2020,8,Los Angeles,Los Angeles,2,2,Unknown,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23738,CA00-0000034392,2020,8,Ventura,Thousand Oaks,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
23739,CA00-0000034393,2020,7,San Diego,San Marcos,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23740,CA00-0000034394,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-White,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Other,2.0
23741,CA00-0000034395,2020,8,San Diego,San Marcos,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Multiple Religions (Group),Religion,Government,None,Threatening letters/flyers/email,2.0
23742,CA00-0000034396,2020,8,Los Angeles,Los Angeles,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,2.0
23743,CA00-0000034397,2020,8,San Diego,Encinitas,1,1,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23744,CA00-0000034398,2020,8,Los Angeles,Los Angeles,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Liquor Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,2.0
23745,CA00-0000034399,2020,8,Los Angeles,Los Angeles,2,2,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23746,CA00-0000034400,2020,6,Yolo,Davis,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.0
23747,CA00-0000034401,2020,7,Riverside,Riverside,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Other,2.0
23748,CA00-0000034402,2020,7,Riverside,Riverside,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,2.0
23749,CA00-0000034403,2020,6,Riverside,Riverside,1,1,Unknown,4,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,2.0
23750,CA00-0000034404,2020,8,Alameda,Alameda,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23751,CA00-0000034405,2020,7,Orange,Santa Ana,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,4.0
23752,CA00-0000034406,2020,7,Santa Cruz,Santa Cruz,1,1,Unknown,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Verbal slurs,2.0
23753,CA00-0000034407,2020,8,Los Angeles,Los Angeles,1,1,White,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23754,CA00-0000034408,2020,8,San Diego,Chula Vista,2,2,Unknown,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23755,CA00-0000034409,2020,8,Los Angeles,Los Angeles,1,1,Unknown,0,Burglary,Property Crimes,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,2.0
23756,CA00-0000034410,2020,8,Los Angeles,Los Angeles,2,2,White,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
23757,CA00-0000034411,2020,8,Orange,Placentia,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,None,Graffiti,4.0
23758,CA00-0000034412,2020,8,Los Angeles,Los Angeles,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
