MonthOccurrence,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,conviction-rate
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,0.493891797556719
11,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
11,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,0.493891797556719
11,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
11,3,3,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.493891797556719
12,1,1,White,1,Aggravated Assault,Violent Crimes,Church/Synagogue/Temple,Anti-Mormon,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Jewish,Religion,Government,None,Graffiti,0.493891797556719
12,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Person,None,Threatening letters/flyers/email,0.493891797556719
12,5,5,Unknown,1,Intimidation,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Annoying telephone calls/fax,0.493891797556719
12,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.493891797556719
12,1,1,Black or African American,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
10,1,0,Asian,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Personal weapons (hands, feet, teeth, etc.)",Graffiti,0.493891797556719
1,1,1,Unknown,1,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,Unknown,Annoying telephone calls/fax,0.493891797556719
7,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
8,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,Unknown,Unknown,0.493891797556719
9,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,0.493891797556719
11,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Unknown,0.493891797556719
1,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,None,Daubing of swastika,0.493891797556719
1,1,1,White,12,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.493891797556719
1,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-Lesbian,Sexual Orientation,Person,None,Graffiti,0.493891797556719
1,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Jewish,Religion,Government,None,Graffiti,0.493891797556719
1,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,None,Threatening letters/flyers/email,0.493891797556719
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.493891797556719
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,0.493891797556719
2,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.493891797556719
2,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,0.493891797556719
3,1,1,White,1,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
3,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.493891797556719
3,1,1,Black or African American,1,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Transgender,Gender Nonconforming,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.493891797556719
3,1,1,White,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
3,2,2,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Verbal slurs,0.493891797556719
3,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.493891797556719
4,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
4,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.493891797556719
4,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
4,2,2,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.493891797556719
4,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,None,Graffiti,0.493891797556719
4,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Bank/Savings and Loan,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,None,Graffiti,0.493891797556719
4,1,1,White,2,Intimidation,Violent Crimes,Park/Playground,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
4,1,1,Unknown,0,Intimidation,Violent Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.493891797556719
4,3,3,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
4,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
5,1,1,White,1,Intimidation,Violent Crimes,Liquor Store,Anti-Female,Gender,Person,None,Other,0.493891797556719
5,2,2,White,6,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Graffiti,0.493891797556719
5,1,1,White,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
5,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,None,Daubing of swastika,0.493891797556719
5,1,1,White,1,Intimidation,Violent Crimes,Park/Playground,Anti-Mental Disability,Disability,Person,None,Verbal slurs,0.493891797556719
6,3,3,Black or African American,3,Intimidation,Violent Crimes,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.493891797556719
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.493891797556719
5,2,2,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
6,1,1,White,1,Intimidation,Violent Crimes,Industrial Site,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.493891797556719
6,2,2,Asian,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
6,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.493891797556719
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.493891797556719
6,1,1,Unknown,2,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
6,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry,Other,Unknown,Graffiti,0.493891797556719
6,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
4,2,2,White,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,0.493891797556719
7,3,3,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Damage to vehicle,0.493891797556719
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,None,Graffiti,0.493891797556719
7,1,1,White,1,Intimidation,Violent Crimes,Lake/Waterway/Beach,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.493891797556719
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.493891797556719
7,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
7,1,1,White,1,Intimidation,Violent Crimes,School-College/University,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.493891797556719
7,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
8,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Multiple Religions (Group),Religion,Government,None,Threatening letters/flyers/email,0.493891797556719
8,1,1,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
8,2,2,Unknown,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
8,1,1,Unknown,4,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
8,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,0.493891797556719
9,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
9,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
9,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,None,Damage to vehicle,0.493891797556719
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Camp/Campground,Anti-Jewish,Religion,Business,None,Graffiti,0.493891797556719
4,4,4,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.493891797556719
9,2,2,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.493891797556719
9,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
9,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.493891797556719
7,2,2,Unknown,0,Arson,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Arson, fire",Other,0.493891797556719
10,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
10,1,1,White,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Rock throwing,0.493891797556719
10,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
10,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Other,0.493891797556719
7,1,1,White,6,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
10,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
10,1,1,Black or African American,1,Simple Assault,Violent Crimes,Hotel/Motel/etc.,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
10,1,1,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
10,1,1,White,1,Simple Assault,Violent Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.493891797556719
10,1,1,White,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.493891797556719
11,1,1,White,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
11,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Damage to vehicle,0.493891797556719
11,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.493891797556719
11,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Community Center,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,0.493891797556719
11,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
11,1,0,White,1,Arson,Property Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,"Arson, fire",Verbal slurs,0.493891797556719
11,2,2,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.493891797556719
11,1,1,Unknown,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Bisexual,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.493891797556719
11,2,2,White,1,Intimidation,Violent Crimes,Jail/Prison,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.493891797556719
12,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.493891797556719
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Eastern Orthodox (Russian/Greek/Other),Religion,Person,None,Graffiti,0.493891797556719
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,"Other ( bottle, rocks, spitting)",Rock throwing,0.493891797556719
12,1,1,White,1,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.493891797556719
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Asian,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.493891797556719
5,1,1,Unknown,1,Intimidation,Violent Crimes,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry,Person,None,Other,0.493891797556719
1,1,1,Black or African American,6,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
1,5,5,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
1,3,3,Hispanic,9,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
1,1,1,White,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.3562005277044855
1,2,2,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
1,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.3562005277044855
1,4,4,Unknown,0,Intimidation,Violent Crimes,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.3562005277044855
1,1,1,White,1,Larceny-Theft,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Other,0.3562005277044855
1,1,1,White,3,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
2,1,1,Black or African American,2,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.3562005277044855
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.3562005277044855
2,8,8,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
2,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Jewish,Religion,Person,None,Verbal slurs,0.3562005277044855
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Other,0.3562005277044855
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Graffiti,0.3562005277044855
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,None,Other,0.3562005277044855
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,None,Other,0.3562005277044855
2,1,1,Black or African American,3,Simple Assault,Violent Crimes,School/college,Anti-Transgender,Gender Nonconforming,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.3562005277044855
2,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Business,None,Daubing of swastika,0.3562005277044855
2,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Unknown,0.3562005277044855
2,1,1,Hispanic,1,Simple Assault,Violent Crimes,Other/Unknown,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
2,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Other,0.3562005277044855
2,1,1,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Other,0.3562005277044855
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,0.3562005277044855
3,1,1,White,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
3,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
3,1,1,Black or African American,1,Intimidation,Violent Crimes,Bar/Night Club,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Business,None,Graffiti,0.3562005277044855
3,2,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Business,None,Graffiti,0.3562005277044855
3,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
3,2,2,Unknown,0,Intimidation,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.3562005277044855
3,2,2,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,0.3562005277044855
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.3562005277044855
3,1,1,Hispanic,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.3562005277044855
4,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.3562005277044855
4,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.3562005277044855
